MerchantID,Merchant Name,Category
27540,Day-Patterson,Cosmetic
27541,"Rodriguez, Morgan and Cummings",Clothing
27542,Bailey-Carroll,Cosmetic
27543,Chase-Schroeder,Travel
27544,"Torres, Armstrong and Moyer",Travel
27545,"Bennett, Eaton and Cox",Electronics
27546,Hickman-Brown,Clothing
27547,"Carter, Patel and Cantrell",Clothing
27548,Kent-Collins,Clothing
27549,"Garcia, Thomas and Anderson",Restaurant
27550,Holland-Smith,Cosmetic
27551,Beck-Shelton,Cosmetic
27552,"Johnson, Wolfe and Scott",Electronics
27553,"Barton, Valdez and Gonzalez",Electronics
27554,Jensen-Bennett,Cosmetic
27555,"Parks, Dunlap and Smith",Clothing
27556,"Tucker, Mills and Winters",Clothing
27557,"Smith, Holt and Castillo",Market
27560,Murray-Ramos,Clothing
27561,Clark-Stewart,Clothing
27562,Smith-Thompson,Cosmetic
27563,"Stephens, Zuniga and Franklin",Market
27564,Evans-Brown,Travel
27565,Mcdaniel-Bell,Travel
27566,Krause Group,Clothing
27567,Pratt-Woods,Clothing
27568,"Brown, Brady and Chan",Restaurant
27569,Francis-Richardson,Travel
27570,"Jones, Richards and Wright",Cosmetic
27571,"Velasquez, Moore and Hatfield",Cosmetic
27572,"Gilbert, Hamilton and Barnes",Electronics
27573,Duran-Rodgers,Travel
27574,Garza-Zimmerman,Restaurant
27576,"Johnson, Baker and Scott",Cosmetic
27577,Gordon-Macdonald,Electronics
27578,"Valenzuela, Lopez and Bates",Restaurant
27579,"Murphy, Gomez and Conway",Electronics
27580,"Heath, Williams and Bradley",Travel
27581,Delacruz and Sons,Travel
27582,"Reynolds, Mccarty and Houston",Clothing
27583,Allen-Long,Travel
27587,May-Howell,Market
27588,Burgess PLC,Clothing
27590,"Gutierrez, Armstrong and Anderson",Restaurant
27591,"Smith, Austin and Scott",Clothing
27592,Kelly-Long,Market
27593,Taylor-Richardson,Clothing
27594,Johnston-Brewer,Clothing
27595,Franklin and Sons,Electronics
27596,Lopez-Anderson,Cosmetic
27597,"Moore, Daniels and Decker",Market
27598,Thompson-Vega,Market
27600,"Henry, Hernandez and Walsh",Travel
27601,Gonzalez-Decker,Cosmetic
27602,Marquez-Williams,Travel
27606,Davis-Villa,Market
27608,Martin-Fisher,Travel
27609,"Knight, Hopkins and Shaw",Cosmetic
27610,Thompson-Burke,Market
27611,Garcia-Lucas,Clothing
27612,Wolf-Moore,Electronics
27613,Miller-Serrano,Restaurant
27614,"Burns, Farley and Carlson",Restaurant
27615,Stanley-Lopez,Market
27616,"Gallegos, Jones and Barber",Cosmetic
27617,"Leonard, Nguyen and Grant",Restaurant
27618,Adams-Herrera,Electronics
27619,"Cuevas, Lowe and Crawford",Restaurant
27621,"Glenn, Cannon and Wilson",Travel
27622,Frye-Matthews,Travel
27623,"Horton, Jenkins and Macias",Cosmetic
27624,"Swanson, King and Lynch",Cosmetic
27625,Nash Inc,Clothing
27626,Ochoa-Schmidt,Cosmetic
27627,Thompson-Reed,Cosmetic
27628,"Hill, Evans and Pope",Travel
27629,"Lynch, Arnold and George",Market
27631,Austin-Johnson,Cosmetic
27632,"Callahan, Decker and Hudson",Cosmetic
27633,Coleman-Robinson,Market
27634,Winters-Dean,Restaurant
27635,Reeves Inc,Electronics
27636,"Burke, Robinson and Murphy",Restaurant
27637,Jefferson Inc,Clothing
27638,Barnes-Wood,Market
27639,"Jackson, Walker and Wilson",Clothing
27641,"Washington, Howe and Yoder",Market
27642,"Irwin, Davenport and Brown",Market
27643,"Carrillo, Nelson and Bryan",Electronics
27644,"Bennett, Leach and Savage",Restaurant
27645,Lester-Martin,Electronics
27646,"Lopez, Gray and Santos",Clothing
27647,Williams-Hernandez,Clothing
27648,"Pierce, Smith and Walker",Electronics
27649,Martinez-Green,Cosmetic
27650,Wright-Parsons,Cosmetic
27651,Farrell Inc,Restaurant
27652,"Weber, Smith and Walker",Cosmetic
27653,Macias-Phelps,Cosmetic
27654,Harris-Obrien,Clothing
27655,"Flores, Montgomery and Gregory",Clothing
27656,Leonard-Johnson,Market
27657,"Wilson, Marsh and Gonzalez",Travel
27658,Riley-Horton,Market
27659,"Barnes, Miller and Yu",Electronics
27660,Floyd and Sons,Restaurant
27661,Mitchell-Hammond,Electronics
27662,"Beck, Rivera and Perry",Travel
27664,Walker-Davenport,Clothing
27665,"Adams, Johnson and Mccormick",Clothing
27666,Mayo-Randall,Clothing
27668,Parrish-Harris,Restaurant
27669,"Miller, Williams and Harrison",Electronics
27670,Moreno-Collins,Electronics
27672,"Hernandez, Rios and Padilla",Travel
27673,Sanders-Everett,Cosmetic
27674,Padilla-Campbell,Market
27675,"Goodwin, Duncan and Burke",Cosmetic
27676,Herring-Johnson,Clothing
27677,Davis-Walls,Travel
27678,"Edwards, Goodwin and Fernandez",Market
27679,"Oneal, Harris and Elliott",Electronics
27680,Knapp-Lloyd,Cosmetic
27681,Flores-Jackson,Electronics
27682,"Hall, Stuart and Jackson",Travel
27683,"Sheppard, Harris and Daugherty",Electronics
27684,Miller-Parsons,Travel
27685,"Edwards, Allison and Mendoza",Cosmetic
27687,Carter-Wilson,Travel
27688,"Maynard, Chambers and James",Restaurant
27690,Cline and Sons,Clothing
27692,"Sparks, Burke and Perez",Restaurant
27693,Henderson-Martinez,Electronics
27694,"Wong, Woods and Reese",Clothing
27695,"Adams, Montgomery and Romero",Clothing
27697,"Carter, Beck and Davis",Cosmetic
27698,"Brown, Thomas and Adams",Market
27699,Silva-Jones,Restaurant
27700,"Davis, Nunez and Hawkins",Clothing
27701,Farrell-Moran,Travel
27702,"Price, Gregory and Ford",Clothing
27703,"Cook, Clark and Tucker",Market
27704,Medina Inc,Market
27705,"Ferguson, Kelley and Robinson",Travel
27708,"Jackson, Pitts and Gardner",Travel
27709,"Tucker, Lawson and Stewart",Restaurant
27710,"Mason, Sellers and Brown",Cosmetic
27711,Daniels-Baird,Cosmetic
27712,"Kent, Smith and Gilbert",Market
27713,Russell-Hall,Cosmetic
27715,"Jones, Brooks and Watts",Market
27716,Graham-Evans,Restaurant
27718,Reynolds-Thompson,Restaurant
27719,"Buchanan, Harper and Grant",Market
27720,Livingston and Sons,Cosmetic
27721,Rasmussen PLC,Clothing
27722,"Garcia, Morrison and Hernandez",Electronics
27724,"Crosby, Bauer and Webb",Clothing
27725,Jenkins-Joseph,Clothing
27726,"Martinez, Miller and Brown",Cosmetic
27727,Fuller Ltd,Clothing
27728,"Gilbert, Wood and Haney",Restaurant
27729,"Gonzalez, Carroll and Garcia",Cosmetic
27730,"Jones, Hanson and Martinez",Travel
27731,Nielsen-Brown,Market
27733,"Simon, Jordan and Price",Cosmetic
27734,Quinn-Hughes,Travel
27736,"Grant, Tucker and Oneill",Electronics
27737,"Bailey, Gomez and Weeks",Market
27738,"Daniels, Rodriguez and Adams",Market
27739,"Jones, Brooks and Sanchez",Restaurant
27740,Schroeder and Sons,Cosmetic
27741,"Benjamin, Lewis and Clark",Clothing
27742,Carr-Burgess,Travel
27743,"Salinas, Harris and White",Travel
27744,"Frye, Santos and Delgado",Market
27745,Miller-Long,Electronics
27746,Brown-Guerrero,Travel
27747,"Sloan, Juarez and Turner",Restaurant
27750,Cooley-Daniel,Market
27751,Young-Henderson,Cosmetic
27752,King-Johnson,Electronics
27753,Ramsey-Campbell,Market
27754,"Skinner, Mendoza and Booth",Electronics
27755,"Conner, Valenzuela and Woods",Electronics
27757,"Perkins, Brooks and Hernandez",Travel
27758,"Sandoval, Williams and Brown",Market
27759,Rodriguez-Moody,Electronics
27761,Hardin-Ford,Clothing
27762,"Walker, Thompson and Douglas",Clothing
27763,"Cook, Higgins and Castillo",Clothing
27764,"Velazquez, Cordova and Ramsey",Electronics
27765,"Bradford, Ray and Lynch",Clothing
27766,"Guerra, Bush and Pierce",Travel
27767,Navarro Ltd,Clothing
27768,"Foster, Davis and Williams",Restaurant
27769,"Park, Robinson and Case",Clothing
27770,Nolan-George,Market
27771,"Thornton, Herring and Martin",Market
27772,"Brown, Porter and Lee",Restaurant
27774,"Sutton, Johnson and Wiggins",Travel
27775,Logan-Huff,Restaurant
27776,"Lucas, Davis and Grant",Travel
27777,"Sims, Oconnell and Gutierrez",Cosmetic
27778,"Adams, Davenport and Smith",Travel
27779,Francis-Washington,Restaurant
27780,Klein-Rivas,Market
27782,Guzman-Clark,Cosmetic
27783,"Fry, Harris and Mcbride",Market
27784,"Richardson, Shaw and Armstrong",Electronics
27785,Chapman LLC,Cosmetic
27786,"Shelton, Shaffer and Barrett",Travel
27787,"Ferguson, Wood and Murphy",Electronics
27788,"Roach, Rodriguez and Kennedy",Clothing
27789,Davidson-Miles,Clothing
27790,Valenzuela-Taylor,Market
27791,Wells-Gilmore,Electronics
27792,Martin-Bradley,Restaurant
27793,"Ross, Mcdowell and Contreras",Market
27794,Wood-George,Market
27795,"Jordan, Schmidt and Freeman",Travel
27801,Weber-Burgess,Travel
27802,Porter-Reed,Restaurant
27803,Perez-Gray,Clothing
27804,"Shields, Patterson and Monroe",Clothing
27805,"Gregory, Hernandez and Thompson",Travel
27806,"Salinas, Lucas and Rodriguez",Travel
27807,"Haynes, Floyd and Lee",Cosmetic
27808,Bennett-Cline,Cosmetic
27810,Grant-King,Electronics
27811,Anderson-Madden,Market
27813,"Garcia, Greer and Mccarthy",Travel
27814,"Gamble, Carter and Hamilton",Clothing
27815,Avery and Sons,Market
27816,Stevenson Ltd,Market
27817,Huynh Group,Electronics
27818,Wood-Gonzales,Clothing
27819,"Cooper, Davis and Shaw",Electronics
27820,Carlson-Barnett,Electronics
27821,Parker-Scott,Market
27822,"Cook, Chambers and Perkins",Electronics
27823,"Yang, Mendez and Walker",Cosmetic
27824,Miller-Turner,Market
27825,"Stanton, Hurley and Vang",Market
27826,Fuller-Watkins,Clothing
27827,Ortiz-Rice,Travel
27829,"Gillespie, Tucker and Hunt",Travel
27830,"Lopez, Miller and Mckenzie",Restaurant
27831,"Pena, Sanchez and Porter",Restaurant
27832,Myers-Lee,Travel
27833,"Savage, Flowers and Oconnor",Electronics
27834,Dawson-Tyler,Clothing
27835,Parker-Steele,Clothing
27836,"Bell, Moore and Wiggins",Restaurant
27838,"Martinez, Farrell and Rowland",Clothing
27839,Silva-Hicks,Clothing
27840,Norris-Cabrera,Clothing
27841,"Young, Baldwin and Wong",Electronics
27842,Manning-Bailey,Electronics
27843,Colon-Blankenship,Market
27844,"Blevins, Allen and Turner",Clothing
27845,"Clark, Nolan and Andrade",Restaurant
27846,"House, Thomas and Smith",Restaurant
27847,"Griffin, Mack and Kim",Restaurant
27848,"Stephenson, Rowe and Martinez",Market
27849,"Garcia, Wolfe and Everett",Restaurant
27850,Soto-Moore,Travel
27851,"Cruz, Logan and Hopkins",Cosmetic
27852,Robinson-Campbell,Cosmetic
27853,"Webster, Henry and Best",Cosmetic
27854,Moody Ltd,Restaurant
27855,Nguyen-Ramsey,Cosmetic
27856,"Hughes, Werner and Vega",Restaurant
27857,Lopez-French,Market
27858,"Keith, Pierce and Bowers",Market
27860,"Donovan, Middleton and Gray",Electronics
27861,"Galvan, Lewis and Morris",Restaurant
27862,Guzman-Bonilla,Restaurant
27863,"Barrett, White and Bonilla",Travel
27865,Mahoney-Morris,Market
27866,"Chavez, Wright and Delgado",Restaurant
27867,Castillo-Martinez,Cosmetic
27868,"Pacheco, Lambert and Gardner",Market
27869,"Gordon, Berry and Garcia",Electronics
27871,Simmons-Lopez,Electronics
27872,Adams-Hood,Electronics
27873,"Daniel, Morgan and Davis",Clothing
27874,"Byrd, Rodriguez and Henderson",Travel
27877,"Cohen, Walters and Hubbard",Clothing
27878,Miller-Price,Restaurant
27879,"Mckinney, Myers and Fuentes",Cosmetic
27880,"Griffin, Ross and Johnson",Cosmetic
27881,Morgan-Bryant,Cosmetic
27882,"Harrison, Sutton and Smith",Travel
27883,"Huynh, Fitzgerald and Wise",Travel
27887,"Nolan, Hendricks and Griffin",Travel
27888,"Berry, Mcdonald and Salazar",Restaurant
27890,Wilkinson Ltd,Market
27891,Barnes-Byrd,Cosmetic
27893,Martin-Bond,Cosmetic
27894,Dickerson-Cordova,Electronics
27895,Randall-Wallace,Clothing
27896,Wood-Miller,Electronics
27900,"Haynes, Thompson and Schroeder",Travel
27902,Coffey-Baker,Clothing
27903,Weeks-Cabrera,Market
27904,Willis-Price,Cosmetic
27906,"Barker, Reyes and Walker",Market
27907,"Burns, Alexander and Jimenez",Restaurant
27908,Fitzgerald-Soto,Clothing
27909,"Evans, Williams and Martin",Restaurant
27910,Perez-Hughes,Electronics
27911,Wells-Garcia,Electronics
27912,"Mckinney, Davis and Thomas",Cosmetic
27913,Collier Ltd,Cosmetic
27914,Rogers-Greene,Restaurant
27915,Barnes Group,Cosmetic
27916,Barajas-Lozano,Restaurant
27917,Wells-Obrien,Market
27918,Pena-Soto,Restaurant
27919,"Hunter, Wilson and Taylor",Clothing
27920,Rosales-Allison,Electronics
27921,Green-Foster,Market
27922,Martinez-Flores,Electronics
27923,Adams-Cross,Electronics
27924,"Jones, Brown and Glenn",Cosmetic
27925,Pennington-Burton,Restaurant
27926,Peters-Pittman,Electronics
27928,Garcia-Simpson,Electronics
27929,Roberts-Vega,Restaurant
27931,Stokes-Douglas,Electronics
27932,Nguyen-Snyder,Cosmetic
27934,Lee-Kim,Travel
27936,"Rogers, Cummings and Crosby",Cosmetic
27937,"Burns, Guerrero and Decker",Restaurant
27938,"Dickerson, Bernard and Fletcher",Travel
27939,Bass-Garcia,Restaurant
27940,"Reyes, Walters and Padilla",Market
27944,"Jones, Dickerson and Evans",Electronics
27948,"Yu, Hunter and Mcmahon",Market
27950,"Torres, Wilson and Webster",Cosmetic
27952,Smith-Solis,Cosmetic
27953,"Kelley, Schaefer and White",Cosmetic
27954,Taylor-Green,Restaurant
27955,"Howard, Obrien and Pearson",Electronics
27956,Watson-Green,Travel
27957,Harper-Carey,Cosmetic
27958,"Boyd, Contreras and Martinez",Market
27959,Cox-Webster,Travel
27961,Harris-Wise,Clothing
27962,"Valencia, Cummings and Harrington",Electronics
27963,Horton-Leonard,Market
27964,"Wade, Nelson and Roberts",Cosmetic
27965,Torres-Lambert,Clothing
27966,Graves-Austin,Cosmetic
27967,"Doyle, Norris and Foley",Restaurant
27968,"Davenport, Moreno and Joseph",Market
27969,"Rivera, Porter and Bennett",Travel
27970,"Wright, Luna and Lyons",Clothing
27971,Marks-Johnson,Travel
27972,"Berry, Maddox and Valdez",Market
27974,"Hancock, Walters and Garcia",Clothing
27975,"Harrington, Graham and Jones",Restaurant
27976,Armstrong-Hutchinson,Cosmetic
27977,Ochoa-Bowman,Clothing
27978,Cook-Kirk,Clothing
27979,Brown-Miller,Clothing
27981,Bates-Sherman,Clothing
27983,Brooks-Bennett,Cosmetic
27984,"Juarez, Moore and Blackwell",Market
27985,Sharp-Austin,Restaurant
27987,Sanchez-Cox,Cosmetic
27988,"Rogers, Campbell and Waters",Restaurant
27989,Moody-Martinez,Restaurant
27992,Foster-White,Market
27993,"Elliott, Daniels and Smith",Travel
27994,"Jacobson, Walker and Blanchard",Cosmetic
27995,"Patton, Pierce and Jones",Electronics
27996,"Garcia, Taylor and Rodgers",Restaurant
27997,"Sullivan, Lin and Massey",Clothing
27998,"Fisher, Wong and Neal",Clothing
27999,"Wood, Duffy and Dunn",Clothing
28000,Delgado-Lozano,Restaurant
28001,"Reynolds, Lopez and Hunter",Clothing
28002,"Davenport, Rodriguez and James",Travel
28003,Velasquez and Sons,Market
28004,Sanchez-Burton,Electronics
28005,Hernandez-Moss,Clothing
28006,"Figueroa, Burns and Rodriguez",Travel
28007,"Gilbert, Powell and Johnson",Market
28008,"Walls, Webb and Diaz",Clothing
28009,Carlson-Webster,Travel
28010,Oconnor-Dixon,Restaurant
28011,Munoz-Baker,Restaurant
28012,"Jackson, Ray and Cunningham",Electronics
28013,Rice-Francis,Market
28014,Ortiz-Vargas,Clothing
28015,Rhodes-Barker,Travel
28016,"Guerrero, Montoya and Henson",Cosmetic
28018,"Stone, Alexander and Smith",Cosmetic
28020,Day-Petersen,Restaurant
28021,Pineda Ltd,Cosmetic
28022,"Turner, Vasquez and Kaiser",Clothing
28023,"Gilbert, Matthews and Wallace",Travel
28024,Bright Ltd,Electronics
28025,"Lane, Hudson and Carlson",Clothing
28028,"Casey, Barron and Rivera",Cosmetic
28029,Fisher-Herrera,Electronics
28030,"Greene, Zimmerman and Becker",Electronics
28031,Martinez-Arroyo,Electronics
28032,"Martinez, Burns and Wallace",Market
28033,Knight-Boone,Cosmetic
28034,Alexander-Jones,Clothing
28035,"Warren, Sanchez and Brown",Cosmetic
28036,Todd Group,Market
28037,"Williams, Nunez and Franklin",Travel
28039,Kelly-Horne,Clothing
28040,"Bennett, Miller and Boyd",Restaurant
28041,Cummings and Sons,Cosmetic
28042,Poole PLC,Travel
28043,"Brown, Moss and White",Cosmetic
28045,Vance-Pollard,Restaurant
28046,Steele-Anderson,Restaurant
28047,"Russell, Lee and Key",Clothing
28048,"Rodriguez, Casey and Stephenson",Cosmetic
28051,Bender-Smith,Market
28053,"Shelton, Solis and Gilbert",Market
28054,"Benson, Young and Dunn",Electronics
28055,Hays-Frank,Travel
28057,Kim-Silva,Travel
28058,"Davis, Riley and Payne",Market
28060,"Flores, Stein and Charles",Market
28062,Anderson-Mcdaniel,Market
28063,"Romero, Lopez and Foster",Clothing
28064,Estrada Inc,Clothing
28066,"Allen, Oliver and Conner",Restaurant
28068,Spencer-Pope,Restaurant
28069,Alvarado-Padilla,Travel
28071,Goodwin-Carter,Electronics
28072,Jones-Young,Electronics
28073,"Rollins, Hudson and Anthony",Clothing
28074,Schmidt-Gardner,Restaurant
28076,"Cruz, Austin and Johnson",Restaurant
28079,"Bell, Nunez and Kerr",Cosmetic
28080,"Randolph, Brooks and Vega",Restaurant
28082,Jenkins-Tucker,Clothing
28083,Ayers-Wilson,Electronics
28085,Conrad-Webb,Travel
28086,"Gardner, Watts and Jackson",Clothing
28087,Sharp-Ruiz,Travel
28088,Cruz-Beck,Market
28089,"Baker, Graham and Duran",Market
28090,"Shaw, Smith and Clay",Restaurant
28091,"Scott, Fisher and Johnson",Cosmetic
28094,Rollins-Gilmore,Electronics
28096,"Jackson, Crosby and Mcpherson",Cosmetic
28098,Velasquez-Chung,Travel
28099,"Gonzalez, Burns and Williamson",Clothing
28100,Santana-Brown,Clothing
28101,"Johnson, Marks and Herrera",Cosmetic
28102,Smith-Simon,Clothing
28103,Luna-Martin,Market
28104,Wheeler-Gaines,Electronics
28105,"Carter, Golden and Santana",Market
28106,Gutierrez-Ortega,Cosmetic
28107,Campos-Foster,Clothing
28108,Singleton-Reyes,Restaurant
28109,"Haynes, Jackson and Smith",Travel
28110,Foster-Rice,Restaurant
28111,Duncan LLC,Market
28112,"Garcia, Deleon and Taylor",Market
28113,Ochoa-Fleming,Electronics
28114,Blackwell-Jackson,Clothing
28115,"Sanders, Miller and Mitchell",Restaurant
28116,"Oconnor, Woodward and Freeman",Market
28117,"Morrison, Joseph and Brown",Cosmetic
28118,"Martin, Allen and Wise",Cosmetic
28119,"Moore, Foster and Bowen",Electronics
28120,"Mills, Rivas and Johnson",Travel
28122,"Williams, Huffman and Waller",Travel
28123,"Andrade, Snyder and Lee",Travel
28124,"Johnson, Peters and Salinas",Restaurant
28125,"Bailey, Cunningham and Brown",Travel
28126,"Smith, Pratt and Underwood",Electronics
28129,Torres-Novak,Market
28130,"Coleman, Moore and Mejia",Clothing
28131,"Weeks, Taylor and Trujillo",Restaurant
28132,"Collier, Ellis and Taylor",Restaurant
28134,"Castillo, Ayers and Ramos",Travel
28135,"Pierce, Williams and Walker",Market
28136,Wallace-Richards,Cosmetic
28137,"Brown, Brooks and Robertson",Cosmetic
28138,"Morrison, Davis and Hayes",Clothing
28139,Pace-Garcia,Restaurant
28140,"Kim, Walker and Lee",Travel
28141,Collins-Bond,Cosmetic
28142,"Thompson, Jones and Daugherty",Restaurant
28143,"Jones, Mccullough and Campbell",Clothing
28144,"Page, Hernandez and Chavez",Cosmetic
28145,Singh-Horn,Travel
28146,"Tate, Blake and Carlson",Travel
28147,Miller-Richard,Restaurant
28150,Page-Allen,Clothing
28153,Johnson-Lopez,Cosmetic
28155,"Sullivan, Walker and Coleman",Market
28156,"Davis, Robinson and Wright",Market
28157,"Marshall, Vaughan and Turner",Cosmetic
28158,Kelly-Parsons,Market
28159,Gutierrez-Ortiz,Restaurant
28160,Fuentes-Montoya,Cosmetic
28162,"Owens, Fry and Jones",Travel
28163,Bailey-Morgan,Market
28164,Wade-Tucker,Restaurant
28165,"Rush, Santiago and Travis",Clothing
28166,"Wilson, Gutierrez and Lopez",Market
28167,"Scott, Spencer and Taylor",Electronics
28168,Perry-Shepherd,Travel
28169,"Long, Stevens and Cox",Electronics
28170,"Ortiz, Higgins and Gonzalez",Cosmetic
28171,Wells-Wilson,Electronics
28172,"Holloway, Bush and Dennis",Market
28174,Ramsey-Gregory,Electronics
28176,"Moore, Dillon and Jones",Clothing
28177,Moreno-Farmer,Cosmetic
28180,"Williams, Sanchez and Lee",Market
28183,"Wallace, Davila and Murray",Travel
28186,Finley-Parsons,Travel
28187,Ferrell-Miller,Travel
28188,Frank-Rodriguez,Restaurant
28189,Adams-Wallace,Restaurant
28190,West-Doyle,Clothing
28191,Long-Clark,Travel
28192,"Chang, Hancock and Beck",Clothing
28193,Ramsey-Carlson,Electronics
28194,"Marquez, Watkins and Marshall",Cosmetic
28195,Ortega-Knapp,Clothing
28196,Kane-Valdez,Restaurant
28197,"Baker, Moreno and Robinson",Travel
28198,Lopez-Guzman,Restaurant
28199,"Grant, Green and Hansen",Electronics
28200,Sweeney-Jennings,Electronics
28201,"Golden, Crawford and Jones",Travel
28202,"Mccarty, Wright and Richardson",Market
28203,"Brown, Black and Avila",Electronics
28204,"Wiggins, Myers and Williams",Electronics
28205,Harris-Brown,Electronics
28206,Little Inc,Clothing
28207,Dyer Ltd,Cosmetic
28208,Martinez-Brewer,Travel
28209,"Barber, Williams and Hopkins",Restaurant
28211,Franco LLC,Travel
28212,Russell-Lewis,Market
28213,Mclean-Myers,Market
28216,Weiss-Howard,Cosmetic
28218,"Hill, West and Hughes",Restaurant
28219,"Johnson, Dalton and Jenkins",Electronics
28220,"Herring, Mclaughlin and Ford",Cosmetic
28223,Rodriguez-Hernandez,Electronics
28224,Jackson-Rogers,Market
28225,"Gray, Morales and Evans",Restaurant
28226,Castro-Meyers,Clothing
28227,Vargas-Murray,Travel
28229,"Freeman, Reid and Smith",Travel
28231,"James, Cameron and King",Restaurant
28232,Deleon-Brown,Market
28233,"Ford, Gardner and Ross",Electronics
28234,"Clark, Watts and Becker",Electronics
28235,Hansen Group,Restaurant
28236,Griffin and Sons,Market
28237,Wells-Craig,Travel
28239,Combs Inc,Clothing
28240,"Hendricks, Ingram and Jones",Clothing
28241,Jackson-Mack,Restaurant
28242,"Miranda, Pruitt and Cook",Restaurant
28243,Smith-Strickland,Market
28244,"Moore, Collins and Nicholson",Cosmetic
28245,Joyce-Obrien,Cosmetic
28246,"Parks, Watts and Curtis",Clothing
28247,"Romero, Carson and Anderson",Restaurant
28248,"Alvarado, Campbell and Robbins",Electronics
28251,"Hodges, Berry and Bennett",Travel
28252,Soto-Williams,Clothing
28253,"Perez, Molina and Mack",Cosmetic
28254,Larsen-Carter,Travel
28255,Hoffman-Benitez,Restaurant
28258,"Vazquez, Owen and Mckee",Travel
28259,"Davis, Rivera and Wheeler",Cosmetic
28260,Chen-Contreras,Clothing
28261,Casey-Simpson,Market
28262,Nelson-Meyer,Market
28263,"Simon, Hale and Rowland",Cosmetic
28264,Larsen-Wolf,Travel
28265,Blackburn-Drake,Market
28267,"Douglas, Donaldson and Hansen",Cosmetic
28268,"Payne, Smith and Jackson",Travel
28270,"Harrison, Silva and Pollard",Market
28271,Hurley Group,Cosmetic
28272,"Mckay, Stephens and Ayers",Clothing
28273,Higgins-Shea,Market
28274,Frye PLC,Cosmetic
28275,"Richardson, Stevens and Barton",Clothing
28276,"Thompson, Clark and Mcdonald",Travel
28277,Melton-Wilson,Cosmetic
28279,Faulkner-Torres,Clothing
28282,Johnson-Daugherty,Clothing
28283,Neal-Martinez,Cosmetic
28284,Pace-Franklin,Restaurant
28285,"Ho, Ho and Brown",Market
28288,"Jimenez, Morris and Valdez",Cosmetic
28289,Butler-Shepard,Electronics
28290,Kramer-Vance,Market
28292,Mercado-Copeland,Cosmetic
28293,"Stafford, Taylor and Lucas",Clothing
28294,"Dixon, Lopez and Garza",Electronics
28295,"Williams, Taylor and Everett",Clothing
28297,"Vasquez, Miller and Wright",Electronics
28298,"Wall, Mendez and Wyatt",Market
28299,Evans-Black,Cosmetic
28300,Webb-Edwards,Market
28301,Simmons-Castro,Clothing
28302,Weiss-Mckenzie,Clothing
28304,Richards-Lee,Travel
28306,Patrick-Stevens,Market
28307,"Young, Adams and Jackson",Cosmetic
28308,"Scott, Rogers and Thomas",Cosmetic
28310,Hurley Ltd,Cosmetic
28311,"Dunn, Edwards and Baker",Cosmetic
28312,Phillips-Herrera,Market
28313,"Bush, Thomas and Reed",Clothing
28314,Dickerson-Mercado,Clothing
28315,Cameron-Allison,Restaurant
28316,"Thompson, Gonzales and Green",Travel
28318,"Proctor, Schmidt and Harris",Clothing
28319,"Richard, Pena and Craig",Cosmetic
28320,Pierce-Hall,Electronics
28321,Walters and Sons,Electronics
28322,"Bradley, Williams and Lawson",Restaurant
28323,"Walter, Taylor and Shaw",Clothing
28324,Villarreal-Reed,Travel
28325,"Trujillo, Spence and Pearson",Restaurant
28326,"Franco, Parsons and Wilson",Restaurant
28327,Singleton-Gallegos,Electronics
28328,Vega-Berry,Clothing
28329,Whitney-James,Clothing
28330,Nunez-Arellano,Electronics
28331,Smith-Sampson,Travel
28332,Smith-Willis,Travel
28333,Smith-Doyle,Electronics
28335,Mercado-Powers,Clothing
28336,Warner-Jones,Clothing
28339,"Riley, Alvarado and Nguyen",Market
28340,"Stevens, French and Salas",Clothing
28341,Burgess-Griffin,Clothing
28343,Daniels-Robertson,Travel
28344,Clements-Pierce,Electronics
28345,"Gomez, Trevino and Olson",Market
28346,"Mccormick, Zhang and Obrien",Restaurant
28347,"Taylor, Wells and Rice",Market
28348,"Howell, Taylor and Thompson",Clothing
28349,Harris-Jimenez,Travel
28350,Chapman PLC,Travel
28351,"Willis, Smith and Mcconnell",Travel
28352,"Perez, Keller and Smith",Travel
28353,Bush-Martin,Restaurant
28354,"Davis, Huff and Dunn",Market
28355,Greer-Casey,Travel
28356,"Hamilton, Gordon and Martinez",Electronics
28357,"Gonzales, Wilson and Ross",Cosmetic
28358,"Gonzalez, Herrera and Barnett",Travel
28359,"Jones, Wall and Fisher",Market
28362,Martinez-Burke,Electronics
28363,"Mills, Steele and Wilkins",Market
28364,Johnson-Scott,Restaurant
28365,Duarte-Golden,Restaurant
28366,Hall-Hill,Restaurant
28367,"Roach, Callahan and Blevins",Restaurant
28368,"Marshall, Wilson and Hunter",Clothing
28369,Bartlett LLC,Market
28370,Thomas-Graham,Clothing
28371,"Campbell, Patterson and Martinez",Clothing
28372,Morgan-Hansen,Cosmetic
28373,"Russell, Daniel and Vazquez",Clothing
28374,"Robertson, Smith and Santiago",Electronics
28375,"Wilson, Luna and Cook",Cosmetic
28376,Hernandez-Lucas,Travel
28377,"Jones, Smith and Reyes",Electronics
28378,Anthony-Porter,Travel
28379,Roberts-Shields,Cosmetic
28380,"Young, Rios and Cook",Travel
28382,"Collins, Valdez and Dean",Cosmetic
28383,Baldwin Inc,Cosmetic
28384,Simon-Nguyen,Clothing
28385,Webb-Blackwell,Electronics
28386,Liu-Kelly,Market
28387,Delacruz-Wilkerson,Travel
28388,"Richardson, Nolan and Cooper",Travel
